,nest,year,species,field.hab,nest.veg,lat,long,visit,initiation,robel.found,robel.found.date,robel.fate,robel.fate.date,FirstFound,LastPresent,LastChecked,Fate,Freq
937,W162,2016,NSHO,grass,grass,48.73062,-103.1683,t,153,18.5,158,15,166,158,158,166,1,1
938,W164,2016,GADW,grass,grass,48.73268,-103.17033,t,150,19.5,158,21.5,166,158,158,166,1,1
939,W165,2016,NOPI,grass,grass,48.73386,-103.17062,t,148,19,158,21.5,166,158,158,166,1,1
940,W166,2016,MALL,grass,grass,48.73398,-103.17168,t,152,17.5,157,20.5,166,157,157,166,1,1
941,W167,2016,MALL,grass,grass,48.73368,-103.1715,t,147,19,158,21.5,166,158,158,166,1,1
942,W168,2016,NSHO,grass,grass,48.7323,-103.17101,t,149,18.5,158,20.5,171,158,166,171,1,1
943,W169,2016,GADW,grass,grass,48.73254,-103.17156,t,151,15.5,158,18.5,171,158,166,171,1,1
944,W17,2016,MALL,hay,grass,48.69542,-103.17509,t,117,10.5,129,10.5,134,129,129,134,1,1
945,W171,2016,NOPI,grass,grass,48.34776,-102.70011,t,147,17.5,159,18,168,159,159,168,1,1
946,W172,2016,GADW,hay,grass,48.3474,-102.7013,t,141,15.5,159,16.5,183,159,175,175,0,1
947,W173,2016,GADW,hay,grass,48.34345,-102.70126,t,147,18.5,159,19,183,159,178,178,0,1
948,W175,2016,GADW,hay,grass,48.34537,-102.70203,t,152,13.5,159,15,183,159,182,182,0,1
949,W176,2016,GADW,hay,grass,48.34839,-102.70311,t,143,17,159,22.5,183,159,176,176,0,1
950,W177,2016,MALL,hay,grass,48.34692,-102.7041,t,145,11.5,159,14,183,159,176,176,0,1
951,W178,2016,BWTE,hay,grass,48.34685,-102.70378,t,150,16,159,16.5,183,159,183,183,0,1
952,W18,2016,NOPI,hay,grass,48.6923,-103.17422,t,115,4,129,11.5,151,129,145,145,0,1
953,W180,2016,BWTE,hay,grass,48.34229,-102.70523,t,147,10.5,159,10.5,168,159,159,168,1,1
954,W181,2016,BWTE,hay,grass,48.34232,-102.7055,t,144,17,159,17.5,189,159,177,177,0,1
955,W182,2016,MALL,grass,grass,48.20545,-102.65255,t,153,12,159,9,175,159,168,175,1,1
956,W183,2016,NSHO,grass,grass,48.21053,-102.65269,t,146,8.5,159,9,168,159,159,168,1,1
957,W184,2016,GADW,grass,grass,48.14801,-102.67388,t,151,16.5,159,22.5,175,159,168,175,1,1
958,W185,2016,GADW,grass,grass,48.82095,-103.86305,t,148,16.5,160,15,167,160,160,167,1,1
959,W186,2016,GADW,grass,grass,48.81982,-103.86101,t,151,18,160,15,167,160,160,167,1,1
960,W187,2016,BWTE,grass,grass,48.81581,-103.86015,t,149,17.5,160,14.5,172,160,167,172,1,1
961,W188,2016,GADW,grass,grass,48.84745,-103.88368,t,154,20.5,160,21.5,179,160,172,179,1,1
962,W189,2016,GADW,grass,grass,48.41478,-102.66364,t,154,19.5,161,22.5,188,161,182,182,0,1
963,W19,2016,MALL,grass,grass,48.66861,-103.1673,t,122,16,129,16.5,141,129,134,141,1,1
964,W190,2016,MALL,grass,grass,48.40702,-102.65917,t,156,25,161,21.5,188,161,183,183,0,1
965,W191,2016,GADW,grass,grass,48.69783,-103.23674,t,152,21.5,162,20.5,193,162,187,187,0,1
966,W192,2016,GADW,grass,grass,48.69619,-103.23948,t,150,18,162,18.5,171,162,162,171,1,1
967,W193,2016,GADW,grass,grass,48.69714,-103.23952,t,149,21.5,162,20,186,162,181,181,0,1
968,W194,2016,BWTE,grass,grass,48.69427,-103.24297,t,158,12.5,162,12,200,162,194,194,0,1
969,W195,2016,NSHO,grass,grass,48.69265,-103.23195,t,149,13,162,16.5,171,162,162,171,1,1
970,W196,2016,NSHO,grass,grass,48.69469,-103.23244,t,145,18,162,20.5,171,162,162,171,1,1
971,W197,2016,GADW,grass,grass,48.69502,-103.23278,t,155,17.5,162,20.5,171,162,162,171,1,1
972,W198,2016,GADW,grass,grass,48.69489,-103.22711,t,141,15.5,162,18.5,177,162,175,175,0,1
973,W199,2016,NOPI,hay,grass,48.69244,-103.22526,t,154,18,162,11.5,186,162,177,186,1,1
974,W2,2016,MALL,grass,grass,48.15028,-102.66776,t,112,12.5,121,17.5,154,121,149,149,0,1
975,W20,2016,NOPI,grass,grass,48.74054,-103.20298,t,104,14.5,130,14.5,137,130,130,137,1,1
976,W201,2016,BWTE,grass,grass,48.73834,-103.21346,t,153,15.5,165,17.5,172,165,165,172,1,1
977,W202,2016,GADW,grass,grass,48.74004,-103.21265,t,163,17,165,17.5,190,165,179,190,1,1
978,W203,2016,NSHO,grass,grass,48.73842,-103.21266,t,154,20,165,22.5,172,165,165,172,1,1
979,W204,2016,GADW,grass,grass,48.73626,-103.21194,t,156,19,165,19.5,172,165,165,172,1,1
980,W205,2016,GADW,grass,grass,48.737,-103.2122,t,141,21,165,21.5,172,165,165,172,1,1
981,W206,2016,GADW,grass,grass,48.73924,-103.21207,t,149,20.5,165,20.5,179,165,172,179,1,1
982,W207,2016,GADW,grass,grass,48.74048,-103.21158,t,157,19.5,165,20.5,172,165,165,172,1,1
983,W208,2016,MALL,grass,grass,48.73708,-103.21118,t,158,20,165,20.5,172,165,165,172,1,1
984,W209,2016,GADW,grass,grass,48.73627,-103.21072,t,157,20,165,20.5,172,165,165,172,1,1
985,W21,2016,NOPI,grass,grass,48.73685,-103.21046,t,125,11.5,130,14,144,130,137,144,1,1
986,W210,2016,AMWI,grass,grass,48.73933,-103.2107,t,158,18,165,18.5,190,165,179,190,1,1
987,W211,2016,GADW,grass,grass,48.73957,-103.21091,t,139,23.5,165,24.5,172,165,165,172,1,1
988,W212,2016,GADW,grass,grass,48.73976,-103.21053,t,149,22,165,20.5,172,165,165,172,1,1
989,W213,2016,NOPI,grass,grass,48.73957,-103.21032,t,143,18.5,165,21,179,165,173,173,0,1
990,W214,2016,GADW,grass,grass,48.73949,-103.21037,t,148,20.5,165,21.5,179,165,172,179,1,1
991,W215,2016,MALL,grass,grass,48.73521,-103.20994,t,138,18,165,20,172,165,168,168,0,1
992,W216,2016,MALL,grass,grass,48.73695,-103.21004,t,152,17.5,165,15,172,165,165,172,1,1
993,W218,2016,MALL,grass,grass,48.74027,-103.20988,t,139,20,165,21,172,165,165,172,1,1
994,W219,2016,GADW,grass,grass,48.73797,-103.20942,t,158,21.5,165,22.5,179,165,172,179,1,1
995,W22,2016,MALL,grass,grass,48.74002,-103.21046,t,118,12.5,130,15.5,157,130,152,152,0,1
996,W220,2016,GADW,grass,grass,48.73603,-103.20922,t,155,20,165,20,179,165,172,179,1,1
997,W221,2016,BWTE,grass,grass,48.74088,-103.20814,t,152,12.5,165,12.5,172,165,165,172,1,1
998,W222,2016,GADW,grass,grass,48.73818,-103.2084,t,157,18.5,165,20.5,190,165,184,184,0,1
999,W223,2016,GADW,grass,grass,48.7369,-103.20695,t,150,19.5,165,19.5,179,165,172,179,1,1
1000,W224,2016,NSHO,grass,grass,48.73621,-103.20582,t,158,15.5,165,17.5,190,165,179,190,1,1
1001,W225,2016,BWTE,grass,grass,48.73613,-103.2057,t,151,15.5,165,17.5,190,165,179,190,1,1
1002,W226,2016,BWTE,grass,grass,48.73629,-103.20495,t,138,17.5,166,17.5,179,166,175,175,0,1
1003,W227,2016,GADW,grass,grass,48.73672,-103.20504,t,154,15,165,16.5,190,165,188,188,0,1
1004,W228,2016,BWTE,grass,grass,48.74133,-103.20368,t,156,18.5,165,16.5,190,165,179,190,1,1
1005,W229,2016,GADW,grass,grass,48.73966,-103.20322,t,154,18.5,165,22,190,165,186,186,0,1
1006,W23,2016,NOPI,grass,grass,48.73947,-103.21201,t,102,14,130,14,137,130,130,137,1,1
1007,W230,2016,BWTE,grass,grass,48.7421,-103.2027,t,143,11.5,165,13.5,172,165,165,172,1,1
1008,W231,2016,BWTE,grass,grass,48.73703,-103.20367,t,143,21,165,21.5,172,165,165,172,1,1
1009,W232,2016,MALL,grass,grass,48.73504,-103.2037,t,156,26,165,28,179,165,172,179,1,1
1010,W233,2016,GADW,grass,grass,48.73602,-103.20155,t,159,17,166,17.5,172,166,166,172,1,1
1011,W234,2016,MALL,grass,grass,48.73711,-103.20205,t,161,21,166,19.5,197,166,191,191,0,1
1012,W235,2016,BWTE,grass,grass,48.73919,-103.20205,t,156,14,166,11,172,166,166,172,1,1
1013,W236,2016,GADW,grass,grass,48.73961,-103.2017,t,162,19.5,166,20.5,172,166,166,172,1,1
1014,W237,2016,GADW,grass,grass,48.7409,-103.20129,t,164,18,166,21,190,166,179,190,1,1
1015,W238,2016,MALL,grass,grass,48.74156,-103.20028,t,149,22,166,21,190,166,182,182,0,1
1016,W239,2016,GADW,grass,grass,48.74033,-103.20036,t,156,17.5,166,18.5,172,166,166,172,1,1
1017,W24,2016,NOPI,grass,grass,48.74062,-103.21349,t,124,12,130,12,137,130,130,137,1,1
1018,W240,2016,MALL,grass,grass,48.73978,-103.2001,t,138,21,166,19.5,179,166,173,173,0,1
1019,W241,2016,MALL,grass,grass,48.73547,-103.19943,t,154,16.5,166,24,179,166,172,179,1,1
1020,W242,2016,GADW,grass,grass,48.73715,-103.19976,t,157,21.5,166,20,190,166,179,190,1,1
1021,W243,2016,BWTE,grass,grass,48.73858,-103.19949,t,163,15,166,17.5,172,166,166,172,1,1
1022,W245,2016,GADW,grass,grass,48.74029,-103.19975,t,160,17.5,166,19,172,166,166,172,1,1
1023,W246,2016,GADW,grass,grass,48.73529,-103.19852,t,158,21.5,166,22.5,204,166,198,198,0,1
1024,W248,2016,GADW,grass,grass,48.73866,-103.19821,t,155,18.5,166,16.5,172,166,166,172,1,1
1025,W249,2016,GADW,grass,grass,48.73844,-103.19799,t,160,15,166,18,179,166,172,179,1,1
1026,W25,2016,MALL,grass,grass,48.74057,-103.19885,t,122,10,130,10,137,130,130,137,1,1
1027,W250,2016,GADW,grass,grass,48.73362,-103.16616,t,157,18.5,166,19,193,166,190,190,0,1
1028,W251,2016,GADW,grass,grass,48.7786,-103.19923,t,143,26.5,167,26.5,182,167,176,176,0,1
1029,W252,2016,MALL,grass,grass,48.77959,-103.2019,t,158,20,167,22.5,174,167,167,174,1,1
1030,W253,2016,MALL,grass,grass,48.77999,103.19267,t,160,18,167,18,174,167,167,174,1,1
1031,W254,2016,BWTE,grass,grass,48.78003,-103.199,t,155,17,167,18.5,174,167,167,174,1,1
1032,W255,2016,MALL,grass,grass,48.78005,-103.20065,t,138,14,167,14,174,167,167,174,1,1
1033,W257,2016,GADW,grass,grass,48.78058,-103.19743,t,147,23.5,167,19.5,174,167,167,174,1,1
1034,W258,2016,GADW,grass,grass,48.78048,-103.19917,t,154,17,167,21,190,167,186,186,0,1
1035,W259,2016,GADW,grass,grass,48.78083,-103.20206,t,162,21.5,167,24.5,197,167,192,192,0,1
1036,W26,2016,NSHO,grass,grass,48.6964,-103.23746,t,132,8,133,11,171,133,163,163,0,1
1037,W260,2016,GADW,grass,grass,48.78159,-103.19744,t,150,20,167,19.5,182,167,174,182,1,1
1038,W261,2016,GADW,grass,grass,48.78145,-103.1993,t,151,19,167,17,182,167,174,182,1,1
1039,W262,2016,GADW,grass,grass,48.78189,-103.19966,t,149,24.5,167,23.5,174,167,167,174,1,1
1040,W263,2016,NOPI,hay,grass,48.78219,-103.19987,t,152,22,167,21.5,174,167,167,174,1,1
1041,W264,2016,MALL,hay,grass,48.78384,-103.19186,t,155,22.5,167,22.5,174,167,167,174,1,1
1042,W265,2016,LESC,hay,grass,48.78399,-103.19981,t,160,22,167,16,182,167,174,182,1,1
1043,W266,2016,GADW,hay,grass,48.78452,-103.19739,t,157,27,167,25.5,174,167,167,174,1,1
1044,W267,2016,GADW,hay,grass,48.78483,-103.19911,t,159,22,167,13,182,167,174,182,1,1
1045,W268,2016,GADW,grass,grass,48.66266,-103.16351,t,163,17,168,18,182,168,174,182,1,1
1046,W269,2016,GADW,grass,grass,48.66777,-103.16306,t,158,19.5,168,22.5,174,168,168,174,1,1
1047,W27,2016,BWTE,grass,grass,48.6979,-103.23979,t,132,7,133,12.5,162,133,155,162,1,1
1048,W270,2016,GADW,grass,grass,48.73419,-103.16589,t,169,19,171,18,177,171,171,177,1,1
1049,W271,2016,GADW,grass,grass,48.73287,-103.16553,t,162,17,171,16.5,186,171,177,186,1,1
1050,W272,2016,GADW,grass,grass,48.73414,-103.16512,t,164,15.5,171,16,177,171,171,177,1,1
1051,W273,2016,GADW,grass,grass,48.73332,-103.16861,t,167,20,171,18.5,186,171,177,186,1,1
1052,W274,2016,GADW,grass,grass,48.73463,-103.17017,t,161,28.5,171,25,177,171,171,177,1,1
1053,W275,2016,AMWI,grass,grass,48.73473,-103.17117,t,163,20.5,171,21,200,171,194,194,0,1
1054,W276,2016,BWTE,grass,grass,48.73445,-103.1748,t,160,10.5,171,11,193,171,193,193,0,1
1055,W277,2016,NOPI,grass,grass,48.73391,-103.17319,t,143,18.5,171,22,186,171,178,178,0,1
1056,W278,2016,GADW,grass,grass,48.73047,-103.17172,t,167,15,171,14.5,177,171,171,177,1,1
1057,W279,2016,NSHO,grass,grass,48.72985,-103.17123,t,166,14,171,16.5,186,171,177,186,1,1
1058,W28,2016,BWTE,grass,grass,48.69766,-103.24258,t,131,11,133,16.5,171,133,166,166,0,1
1059,W280,2016,BWTE,grass,grass,48.72787,-103.16877,t,163,11.5,171,12.5,186,171,177,186,1,1
1060,W281,2016,GADW,grass,grass,48.72811,-103.16756,t,165,13.5,171,14.5,177,171,171,177,1,1
1061,W282,2016,GADW,hay,grass,48.8175,-103.86057,t,164,13,172,13,179,172,172,179,1,1
1062,W283,2016,MALL,hay,grass,48.8185,-103.86319,t,164,23,172,22.5,179,172,172,179,1,1
1063,W284,2016,GADW,hay,grass,48.81742,-103.86373,t,163,19,172,17.5,179,172,172,179,1,1
1064,W285,2016,NSHO,hay,grass,48.81826,-103.8642,t,146,8,172,9,179,172,174,174,0,1
1065,W286,2016,GADW,grass,grass,48.84712,-103.89362,t,161,16.5,172,21,179,172,172,179,1,1
1066,W287,2016,GADW,grass,grass,48.84682,-103.89254,t,153,16,172,20.5,186,172,179,186,1,1
1067,W288,2016,LESC,grass,grass,48.73931,-103.20158,t,164,16.5,172,19,179,172,172,179,1,1
1068,W289,2016,LESC,grass,grass,48.73893,-103.20034,t,162,14,172,18.5,179,172,172,179,1,1
1069,W29,2016,BWTE,grass,grass,48.69773,-103.24393,t,128,10.5,133,10.5,139,133,133,139,1,1
1070,W290,2016,GADW,grass,grass,48.4106,-102.66501,t,168,20.5,173,18,180,173,173,180,1,1
1071,W291,2016,GADW,grass,grass,48.41027,-102.66298,t,166,19.5,173,22,180,173,173,180,1,1
1072,W292,2016,GADW,grass,grass,48.41135,-102.66186,t,163,14.5,173,19.5,204,173,195,204,1,1
1073,W293,2016,MALL,grass,grass,48.41229,-102.65794,t,166,18,173,17,180,173,173,180,1,1
1074,W294,2016,BWTE,grass,grass,48.40813,-102.66751,t,165,11.5,173,12,180,173,173,180,1,1
1075,W295,2016,GADW,grass,grass,48.4082,-102.66363,t,158,13,173,15,195,173,189,189,0,1
1076,W296,2016,GADW,grass,grass,48.40772,-102.66666,t,168,17,173,17,204,173,195,204,1,1
1077,W297,2016,GADW,grass,low.shrub,48.4076,-102.66235,t,157,17,173,18.5,195,173,190,190,0,1
1078,W298,2016,MALL,grass,grass,48.4043,-102.66723,t,157,25,173,24.5,180,173,173,180,1,1
1079,W299,2016,GADW,grass,low.shrub,48.40319,-102.66032,t,164,21,173,22.5,180,173,173,180,1,1
1080,W3,2016,MALL,grass,grass,48.1529,-102.67252,t,110,11.5,121,10.5,140,121,135,140,1,1
1081,W30,2016,NOPI,hay,grass,48.69388,-103.23117,t,118,8,133,10.5,155,133,146,146,0,1
1082,W300,2016,GADW,grass,grass,48.4034,-102.66012,t,165,26.5,173,27.5,204,173,198,198,0,1
1083,W301,2016,GADW,grass,grass,48.40284,-102.6614,t,143,28.5,173,27,180,173,176,176,0,1
1084,W302,2016,GADW,grass,grass,48.67239,-103.16602,t,164,18,174,18,190,174,182,190,1,1
1085,W303,2016,BWTE,grass,grass,48.67004,-103.16635,t,167,16,174,18.5,204,174,197,204,1,1
1086,W304,2016,GADW,grass,grass,48.67353,-103.16497,t,170,13.5,174,14.5,197,174,190,197,1,1
1087,W305,2016,GADW,grass,grass,48.67159,-103.16498,t,159,20,174,16,190,174,182,190,1,1
1088,W306,2016,BWTE,grass,grass,48.67024,-103.16546,t,170,15,174,16.5,197,174,190,197,1,1
1089,W307,2016,BWTE,grass,grass,48.66993,-103.16552,t,156,13.5,174,15,182,174,174,182,1,1
1090,W308,2016,BWTE,grass,grass,48.66973,-103.16524,t,169,12.5,174,11.5,190,174,182,190,1,1
1091,W309,2016,GADW,grass,grass,48.67106,-103.16468,t,166,23,174,25,204,174,198,198,0,1
1092,W31,2016,MALL,hay,grass,48.6932,-103.22861,t,123,9,133,9,139,133,133,139,1,1
1093,W310,2016,MALL,grass,grass,48.67147,-103.16273,t,166,27,174,23.5,190,174,182,190,1,1
1094,W311,2016,GADW,grass,grass,48.66719,-103.16787,t,144,19.5,174,18.5,190,174,183,183,0,1
1095,W312,2016,GADW,grass,grass,48.66619,-103.16608,t,167,18.5,174,20,182,174,174,182,1,1
1096,W313,2016,GADW,grass,grass,48.66507,-103.16595,t,167,21.5,174,19,182,174,174,182,1,1
1097,W314,2016,GADW,grass,grass,48.66538,-103.16588,t,165,22,174,23,190,174,182,190,1,1
1098,W315,2016,GADW,grass,grass,48.6683,-103.1638,t,164,21.5,174,21,204,174,200,200,0,1
1099,W316,2016,GADW,grass,grass,48.66405,-103.16396,t,167,21.5,174,20,190,174,182,190,1,1
1100,W317,2016,GADW,grass,grass,48.78,-103.19309,t,164,17.5,174,17,182,174,174,182,1,1
1101,W318,2016,GADW,grass,grass,48.14813,-102.68781,t,160,19.5,175,20,192,175,192,192,0,1
1102,W319,2016,MALL,grass,low.shrub,48.15116,-101.68405,t,146,14.5,175,17.5,192,175,184,184,0,1
1103,W32,2016,MALL,hay,grass,48.69358,-103.22957,t,124,9.5,133,14,155,133,145,155,1,1
1104,W320,2016,MALL,grass,low.shrub,48.14667,-102.68218,t,161,16,175,18,196,175,193,193,0,1
1105,W321,2016,LESC,grass,low.shrub,48.14664,-102.67896,t,168,20.5,175,20,201,175,196,201,1,1
1106,W322,2016,BWTE,grass,grass,48.14721,-102.67516,t,159,16,175,18.5,192,175,183,192,1,1
1107,W323,2016,NSHO,grass,low.shrub,48.14933,-102.68096,t,161,23,175,22.5,196,175,193,193,0,1
1108,W324,2016,NSHO,grass,grass,48.15227,-102.66823,t,163,13,175,14,183,175,175,183,1,1
1109,W325,2016,MALL,grass,grass,48.14991,-102.66833,t,149,20.5,175,22,192,175,183,192,1,1
1110,W326,2016,GADW,grass,grass,48.14866,-102.67222,t,153,20.5,175,18,192,175,186,186,0,1
1111,W327,2016,GADW,grass,grass,48.14837,-102.67248,t,161,19,175,17.5,183,175,175,183,1,1
1112,W328,2016,AMWI,grass,grass,48.38656,-101.9605,t,155,17,176,16.5,192,176,184,192,1,1
1113,W329,2016,GADW,grass,grass,48.38657,-101.95824,t,169,18,176,19.5,202,176,184,202,1,1
1114,W33,2016,NOPI,hay,grass,48.69479,-103.22784,t,114,14,133,14,139,133,133,139,1,1
1115,W330,2016,MALL,grass,mid.wet,48.38631,-101.9536,t,171,21,176,21,184,176,176,184,1,1
1116,W331,2016,GADW,grass,grass,48.38644,-101.95595,t,159,17.5,176,16,202,176,193,193,0,1
1117,W332,2016,AMWI,grass,grass,48.38598,-101.95385,t,168,22.5,176,21,202,176,192,202,1,1
1118,W333,2016,MALL,grass,grass,48.38567,-101.95541,t,168,21.5,176,18.5,202,176,197,197,0,1
1119,W334,2016,MALL,grass,grass,48.38566,-101.95718,t,158,17,176,17.5,192,176,184,192,1,1
1120,W335,2016,MALL,grass,grass,48.38522,-101.96224,t,168,20,176,11.5,192,176,184,192,1,1
1121,W336,2016,GADW,grass,grass,48.38487,-101.9608,t,153,13,176,12.5,184,176,176,184,1,1
1122,W337,2016,MALL,grass,grass,48.38492,-101.96122,t,153,16,176,15,184,176,176,184,1,1
1123,W338,2016,GADW,grass,grass,48.38522,-101.96061,t,170,21.5,176,15,192,176,184,192,1,1
1124,W339,2016,GADW,grass,grass,48.38512,-101.96069,t,164,21,176,17.5,192,176,184,192,1,1
1125,W34,2016,NOPI,grass,grass,48.77908,-103.19138,t,128,17,134,17,141,134,134,141,1,1
1126,W340,2016,LESC,grass,grass,48.38546,-101.95969,t,164,14,176,16,202,176,196,196,0,1
1127,W341,2016,BWTE,grass,grass,48.3826,-101.95393,t,172,15.5,176,14.5,208,176,203,203,0,1
1128,W342,2016,MALL,grass,tall.shrub,48.38399,-101.95238,t,163,31.5,176,31,184,176,176,184,1,1
1129,W343,2016,GADW,grass,low.shrub,48.38433,-101.95216,t,168,18.5,176,19,202,176,202,202,0,1
1130,W344,2016,AMWI,grass,grass,48.38704,-101.95163,t,164,18.5,176,19.5,202,176,193,193,0,1
1131,W345,2016,BWTE,grass,grass,48.38721,-101.95454,t,164,10.5,176,13,202,176,195,195,0,1
1132,W346,2016,NSHO,grass,grass,48.38916,-101.95439,t,168,9.5,176,10,202,176,195,195,0,1
1133,W347,2016,BWTE,grass,grass,48.38787,-101.95757,t,170,13.5,176,15.5,202,176,194,202,1,1
1134,W348,2016,MALL,grass,grass,48.38815,-101.95734,t,171,15,176,17.5,202,176,201,201,0,1
1135,W349,2016,BWTE,grass,grass,48.39669,-101.95766,t,163,15,176,17,184,176,176,184,1,1
1136,W35,2016,MALL,grass,grass,48.78001,-103.20221,t,129,16.5,134,16.5,141,134,134,141,1,1
1137,W350,2016,GADW,grass,grass,48.39617,-101.95801,t,168,13.5,176,14,202,176,194,202,1,1
1138,W351,2016,GADW,grass,grass,48.39617,-101.9581,t,160,13.5,176,15,202,176,195,195,0,1
1139,W352,2016,LESC,grass,grass,48.38732,-101.95787,t,163,17,176,18.5,184,176,176,184,1,1
1140,W353,2016,NSHO,grass,grass,48.38842,-101.9597,t,169,15,176,13,194,176,184,194,1,1
1141,W354,2016,BWTE,grass,grass,48.38902,-101.95948,t,169,10,176,11.5,202,176,194,202,1,1
1142,W356,2016,GADW,grass,grass,48.39518,-101.95915,t,160,16,176,18,184,176,176,184,1,1
1143,W357,2016,MALL,grass,grass,48.39496,-101.95908,t,146,13.5,176,14,184,176,179,179,0,1
1144,W358,2016,GADW,grass,grass,48.39251,-101.95924,t,160,16.5,176,17,184,176,176,184,1,1
1145,W359,2016,NSHO,grass,grass,48.3905,-101.95979,t,168,14,176,15,184,176,176,184,1,1
1146,W36,2016,BWTE,grass,grass,48.78093,-103.20206,t,128,11.5,134,13.5,167,134,163,163,0,1
1147,W360,2016,BWTE,grass,grass,48.39005,-101.96001,t,170,12,176,14,208,176,203,203,0,1
1148,W361,2016,GADW,grass,grass,48.39076,-101.96005,t,160,15,176,15,184,176,176,184,1,1
1149,W362,2016,MALL,grass,grass,48.39322,-101.95972,t,146,21,176,21.5,184,176,178,178,0,1
1150,W364,2016,GADW,grass,tall.shrub,48.38725,-101.96192,t,161,8,176,10.5,194,176,184,194,1,1
1151,W365,2016,GADW,grass,grass,48.38805,-101.96235,t,168,15,176,15.5,194,176,184,194,1,1
1152,W366,2016,MALL,grass,grass,48.39227,-101.96154,t,162,16.5,176,18.5,202,176,196,196,0,1
1153,W367,2016,LESC,grass,grass,48.39243,-101.96127,t,167,20,176,20.5,184,176,176,184,1,1
1154,W368,2016,GADW,grass,grass,48.39154,-101.96209,t,143,21,176,21.5,184,176,178,178,0,1
1155,W369,2016,MALL,grass,grass,48.70295,-103.17074,t,167,11.5,177,13.5,191,177,183,191,1,1
1156,W37,2016,MALL,grass,grass,48.78109,-103.1982,t,127,16.5,134,16.5,141,134,134,141,1,1
1157,W370,2016,BWTE,hay,grass,48.69212,-103.17752,t,160,15.5,177,18,191,177,183,191,1,1
1158,W371,2016,GADW,hay,grass,48.69632,-103.17743,t,161,17,177,18,197,177,192,192,0,1
1159,W372,2016,MALL,hay,grass,48.69608,-103.17704,t,170,15,177,4,208,177,197,208,1,1
1160,W373,2016,GADW,hay,grass,48.69785,-103.17564,t,161,16.5,177,19,197,177,194,194,0,1
1161,W375,2016,LESC,hay,grass,48.69782,-103.17294,t,169,17,177,18.5,197,177,191,197,1,1
1162,W376,2016,LESC,hay,grass,48.69256,-103.1712,t,169,19.5,177,20.5,191,177,183,191,1,1
1163,W377,2016,LESC,hay,grass,48.69435,-103.17023,t,163,16.5,177,18,191,177,183,191,1,1
1164,W378,2016,NSHO,hay,grass,48.69603,-103.16917,t,157,13.5,177,14.5,191,177,186,186,0,1
1165,W379,2016,GADW,hay,grass,48.69508,-103.16824,t,160,14.5,177,13.5,183,177,177,183,1,1
1166,W38,2016,MALL,grass,grass,48.78133,-103.20167,t,126,12,134,13.5,162,134,157,157,0,1
1167,W380,2016,BWTE,grass,grass,48.25591,-102.25002,t,168,13,178,12.5,184,178,178,184,1,1
1168,W381,2016,BWTE,grass,grass,48.25571,-102.25252,t,164,11.5,178,12.5,184,178,178,184,1,1
1169,W382,2016,NOPI,grass,grass,48.2565,-102.24648,t,173,13.5,178,14,184,178,178,184,1,1
1170,W383,2016,GADW,grass,grass,48.26133,-102.25152,t,168,15.5,178,16,202,178,196,202,1,1
1171,W385,2016,GADW,grass,grass,48.26001,-102.25233,t,161,19,178,22,202,178,197,197,0,1
1172,W386,2016,GADW,grass,grass,48.25953,-102.2498,t,168,17.5,178,20,208,178,203,203,0,1
1173,W387,2016,MALL,grass,grass,48.25925,-102.2486,t,153,18,178,17,184,178,181,181,0,1
1174,W389,2016,NSHO,grass,grass,48.26598,-101.85206,t,156,10.5,180,11,189,180,180,189,1,1
1175,W39,2016,MALL,grass,grass,48.78176,-103.19994,t,115,15.5,134,15.5,141,134,134,141,1,1
1176,W390,2016,BWTE,grass,grass,48.26288,-101.85749,t,164,10.5,180,5.5,195,180,189,195,1,1
1177,W391,2016,GADW,grass,grass,48.2647,-101.84772,t,151,27,180,20.5,189,180,184,184,0,1
1178,W392,2016,AGWT,grass,grass,48.25216,-101.85758,t,176,10.5,180,11,195,180,189,195,1,1
1179,W393,2016,GADW,grass,grass,48.24939,-101.85322,t,170,16.5,180,15.5,188,180,180,188,1,1
1180,W394,2016,MALL,grass,grass,48.25023,-101.85147,t,160,15,180,15.5,188,180,180,188,1,1
1181,W396,2016,GADW,grass,grass,48.25341,-101.85038,t,174,15,180,16,188,180,180,188,1,1
